Código IBGE;Municí­pios;Microregião;Estado;Região Geográfica;Área km²;População;Domicílios;PIB Total (R$ mil);IDH - Índice de Desenv. Humano;Renda Média;Renda Nominal;PEA Dia;IDH - Dimensção Educação;IDH - Dimensção Longevidade;Atualização
5216403;Paraúna;Vale do Rio dos Bois;GO;Centro-Oeste;3779,38;10980;3702;900916,75;0,67;3253,95;12047191,18;8112;0,55;0,81
5216452;Perolândia;Sudoeste de Goiás;GO;Centro-Oeste;1029,63;3143;1032;334525,34;0,68;3331,56;3440141,44;3586;0,54;0,83
5216809;Petrolina de Goiás;Anápolis;GO;Centro-Oeste;531,30;10261;3415;147982,61;0,71;3279,26;11200658,92;4453;0,64;0,83
5216908;Pilar de Goiás;Ceres;GO;Centro-Oeste;906,65;2194;743;200517,08;0,68;2377,48;1768152,21;1855;0,60;0,82
5217104;Piracanjuba;Meia Ponte;GO;Centro-Oeste;2405,12;24548;9018;793762,37;0,72;3647,45;32895498,05;12798;0,60;0,87
5217203;Piranhas;Aragarças;GO;Centro-Oeste;2047,77;10272;3819;378442,51;0,72;3088,50;11795326,99;5223;0,63;0,85
5217302;Pirenópolis;Entorno de Brasília;GO;Centro-Oeste;2205,01;25064;8257;448361,52;0,69;3136,18;25896283,58;13383;0,60;0,81
5217401;Pires do Rio;Pires do Rio;GO;Centro-Oeste;1073,36;31686;10765;896330,24;0,74;3826,79;41197803,29;21019;0,65;0,88
5217609;Planaltina;Entorno de Brasília;GO;Centro-Oeste;2538,20;90640;26451;1085976,57;0,67;3236,49;85611144,07;28772;0,57;0,81
5217708;Pontalina;Meia Ponte;GO;Centro-Oeste;1436,95;17860;6597;488891,78;0,69;3115,80;20555519,80;9462;0,55;0,84
5218003;Porangatu;Porangatu;GO;Centro-Oeste;4820,51;45633;15120;939661,32;0,73;3197,28;48342927,54;22782;0,64;0,85
5218052;Porteirão;Meia Ponte;GO;Centro-Oeste;603,94;3931;1308;191428,16;0,68;3974,41;5200942,65;2738;0,54;0,83
5218102;Portelândia;Sudoeste de Goiás;GO;Centro-Oeste;556,58;4022;1350;215876,71;0,65;3320,46;4485719,91;2549;0,51;0,80
5218300;Posse;Vão do Paranã;GO;Centro-Oeste;2024,53;37414;11165;507960,93;0,66;2971,03;33174396,31;15753;0,53;0,82
5218391;Professor Jamil;Meia Ponte;GO;Centro-Oeste;347,47;3203;1128;58984,42;0,68;2979,27;3362515,93;1556;0,58;0,82
5218508;Quirinópolis;Quirinópolis;GO;Centro-Oeste;3786,70;50701;17350;1685283,55;0,74;3973,82;68947028,14;35681;0,64;0,86
5218607;Rialma;Ceres;GO;Centro-Oeste;268,47;10940;3640;220384,08;0,73;3533,47;12865368,63;6084;0,67;0,83
5218706;Rianápolis;Ceres;GO;Centro-Oeste;159,26;4817;1594;94132,20;0,69;3260,97;5200529,21;2144;0,59;0,84
5218789;Rio Quente;Meia Ponte;GO;Centro-Oeste;255,96;4612;1571;326340,08;0,73;3498,96;5499919,83;8004;0,63;0,88
5218805;Rio Verde;Sudoeste de Goiás;GO;Centro-Oeste;8379,66;241518;79245;9602904,68;0,75;4316,19;342037998,25;159503;0,66;0,85
5218904;Rubiataba;Ceres;GO;Centro-Oeste;748,26;19947;6982;432333,11;0,72;3240,03;22624528,09;12915;0,67;0,81
5219001;Sanclerlândia;Anicuns;GO;Centro-Oeste;496,83;7632;2815;135865,94;0,74;3247,17;9143219,97;4897;0,66;0,83
5219100;Santa Bárbara de Goiás;Anicuns;GO;Centro-Oeste;139,60;6634;2235;93755,45;0,71;3162,95;7072315,88;3271;0,64;0,83
5219209;Santa Cruz de Goiás;Pires do Rio;GO;Centro-Oeste;1108,96;2819;1037;131515,07;0,69;3268,14;3389383,80;1453;0,56;0,83
5219258;Santa Fé de Goiás;Rio Vermelho;GO;Centro-Oeste;1169,17;5523;1891;293932,16;0,71;3265,95;6176546,02;3769;0,61;0,85
5219308;Santa Helena de Goiás;Sudoeste de Goiás;GO;Centro-Oeste;1141,33;38808;13178;1098558,98;0,72;3705,86;48838734,40;20390;0,63;0,82
5219357;Santa Isabel;Ceres;GO;Centro-Oeste;807,20;3815;1386;73624,80;0,68;2773,00;3844543,67;1832;0,59;0,82
5219407;Santa Rita do Araguaia;Sudoeste de Goiás;GO;Centro-Oeste;1361,77;8935;3042;126207,74;0,71;3588,74;10918906,77;3151;0,62;0,84
5219456;Santa Rita do Novo Destino;Ceres;GO;Centro-Oeste;956,04;3355;1065;84371,51;0,63;2629,77;2802256,96;1843;0,49;0,82
5219506;Santa Rosa de Goiás;Anápolis;GO;Centro-Oeste;164,10;2252;804;41141,05;0,70;2587,54;2081429,38;1253;0,64;0,84
5219605;Santa Tereza de Goiás;Porangatu;GO;Centro-Oeste;794,56;3280;1181;60546,41;0,67;2122,43;2506956,45;1638;0,56;0,83
5219704;Santa Terezinha de Goiás;Porangatu;GO;Centro-Oeste;1202,24;8562;2863;129761,92;0,70;2582,67;7394185,00;3856;0,64;0,83
5219712;Santo Antônio da Barra;Sudoeste de Goiás;GO;Centro-Oeste;451,60;4854;1641;226857,58;0,69;2877,46;4724248,21;3430;0,59;0,84
5219738;Santo Antônio de Goiás;Goiânia;GO;Centro-Oeste;132,81;6440;2010;131521,01;0,72;3659,20;7355001,95;4610;0,66;0,83
5219753;Santo Antônio do Descoberto;Entorno de Brasília;GO;Centro-Oeste;944,05;75829;22378;672227,99;0,67;3030,92;67828678,49;23821;0,56;0,82
5219803;São Domingos;Vão do Paranã;GO;Centro-Oeste;3295,73;13103;3995;160523,17;0,60;1811,70;7239411,08;3368;0,45;0,83
5219902;São Francisco de Goiás;Anápolis;GO;Centro-Oeste;415,79;6267;2157;102540,89;0,65;2799,72;6041795,03;2884;0,51;0,83
5220009;São João d'Aliança;Chapada dos Veadeiros;GO;Centro-Oeste;3327,37;14085;4034;293002,13;0,69;2972,49;11991698,95;4742;0,61;0,81
5220058;São João da Paraúna;Vale do Rio dos Bois;GO;Centro-Oeste;287,83;1345;506;52295,33;0,72;3013,85;1527336,85;865;0,66;0,82
5220108;São Luís de Montes Belos;Anicuns;GO;Centro-Oeste;826,00;34157;12415;845308,41;0,73;3697,35;45903554,51;19940;0,67;0,81
5220157;São Luíz do Norte;Ceres;GO;Centro-Oeste;586,06;5215;1768;121404,91;0,67;2753,56;4870348,40;2096;0,58;0,80
5220207;São Miguel do Araguaia;São Miguel do Araguaia;GO;Centro-Oeste;6144,40;21920;7454;485064,95;0,66;2839,86;21170489,82;10881;0,54;0,82
5220264;São Miguel do Passa Quatro;Pires do Rio;GO;Centro-Oeste;537,79;4082;1403;145837,74;0,70;3230,14;4532787,34;2485;0,62;0,80
5220280;São Patrício;Ceres;GO;Centro-Oeste;171,96;2037;748;35139,08;0,69;2803,25;2097447,37;2989;0,60;0,83
5220405;São Simão;Quirinópolis;GO;Centro-Oeste;414,01;20985;7079;773971,60;0,72;4026,71;28508241,50;10418;0,60;0,83
5220454;Senador Canedo;Goiânia;GO;Centro-Oeste;245,28;118451;35502;3739802,47;0,70;3522,39;125053184,55;53147;0,62;0,83
5220504;Serranópolis;Sudoeste de Goiás;GO;Centro-Oeste;5526,73;8642;2920;409245,72;0,68;3657,07;10679058,92;6041;0,55;0,80
5220603;Silvânia;Pires do Rio;GO;Centro-Oeste;2345,94;20816;7010;737273,62;0,71;3675,69;25767126,96;11438;0,61;0,81
5220686;Simolândia;Vão do Paranã;GO;Centro-Oeste;347,98;6879;2009;103470,22;0,65;2317,06;4656200,77;2714;0,55;0,83
5220702;Sítio d´Abadia;Vão do Paranã;GO;Centro-Oeste;1598,34;3001;922;48445,32;0,62;1901,51;1753315,61;1062;0,50;0,80
5221007;Taquaral de Goiás;Anápolis;GO;Centro-Oeste;204,22;3521;1327;63921,82;0,72;3254,43;4321323,30;2097;0,62;0,85
5221080;Teresina de Goiás;Chapada dos Veadeiros;GO;Centro-Oeste;774,64;3498;982;32458,77;0,66;2728,51;2680777,40;1193;0,56;0,82
5221197;Terezópolis de Goiás;Goiânia;GO;Centro-Oeste;106,91;8186;2569;199994,97;0,69;3034,68;7797466,90;3489;0,62;0,80
5221304;Três Ranchos;Catalão;GO;Centro-Oeste;282,07;2830;988;49513,62;0,75;3674,76;3633152,84;1498;0,67;0,85
5221403;Trindade;Goiânia;GO;Centro-Oeste;710,71;129823;41393;2151414,95;0,70;3405,82;140978164,65;57137;0,61;0,82
5221452;Trombas;Porangatu;GO;Centro-Oeste;799,12;3498;1226;51743,75;0,65;2197,45;2694738,91;1442;0,55;0,81
5221502;Turvânia;Anicuns;GO;Centro-Oeste;480,78;4564;1695;85079,49;0,70;2827,90;4794351,33;2409;0,61;0,82
5221551;Turvelândia;Vale do Rio dos Bois;GO;Centro-Oeste;933,96;5365;1754;351441,16;0,69;3193,21;5602723,65;5628;0,61;0,81
5221577;Uirapuru;São Miguel do Araguaia;GO;Centro-Oeste;1153,47;2840;1004;43692,41;0,67;2439,69;2449731,28;1283;0,58;0,82
5221601;Uruaçu;Porangatu;GO;Centro-Oeste;2141,82;40840;13510;845362,01;0,74;3599,15;48625795,47;21052;0,63;0,86
5221700;Uruana;Ceres;GO;Centro-Oeste;522,51;13818;4947;211856,44;0,70;2731,80;13515290,94;5158;0,63;0,82
5221809;Urutaí;Pires do Rio;GO;Centro-Oeste;626,72;3066;1072;87332,75;0,73;3395,10;3642256,87;1844;0,67;0,84
5221858;Valparaíso de Goiás;Entorno de Brasília;GO;Centro-Oeste;60,53;172135;53213;2559584,52;0,75;4195,05;223231689,87;61489;0,70;0,82
5221908;Varjão;Vale do Rio dos Bois;GO;Centro-Oeste;519,19;3838;1384;66147,04;0,69;3249,38;4498058,35;1156;0,57;0,81
5222005;Vianópolis;Pires do Rio;GO;Centro-Oeste;954,28;13977;4636;440221,99;0,71;3765,13;17457551,66;7485;0,62;0,82
5222054;Vicentinópolis;Meia Ponte;GO;Centro-Oeste;737,26;8873;2951;322359,33;0,68;3485,82;10287462,22;6012;0,56;0,80
5222203;Vila Boa;Entorno de Brasília;GO;Centro-Oeste;1060,17;6312;1951;103408,14;0,65;2534,97;4946157,06;2807;0,53;0,82
5222302;Vila Propício;Entorno de Brasília;GO;Centro-Oeste;2181,58;5882;1767;163782,38;0,63;2426,94;4289808,50;3069;0,51;0,80
1234567;Willian;Junior;GO;Albedo;1,00;2;3;4,00;0,10;5,00;6,00;7;0,20;0,30
